[-23.53, -90.95, -24.48, 0.0, -23.53, -90.95, -24.48, 0.0, -85.3, -85.28, 68.58, 0.0, -23.53, -90.95, -24.48, 0.0]
[-22.91, -91.71, -24.62, -0.73, -25.63, -88.36, -23.99, -0.22, -84.23, -86.87, 69.99, 0.72, -21.44, -93.49, -24.93, 0.22]
[-22.31, -92.44, -24.75, -1.46, -27.74, -85.72, -23.46, -0.43, -84.14, -86.8, 69.99, 1.44, -19.36, -95.98, -25.34, 0.45]
[-21.75, -93.12, -24.87, -2.2, -29.86, -83.02, -22.88, -0.64, -84.04, -86.74, 69.99, 2.15, -17.28, -98.44, -25.72, 0.69]
[-21.2, -93.78, -24.98, -2.94, -32.01, -80.25, -22.27, -0.84, -83.94, -86.66, 69.99, 2.85, -15.19, -100.86, -26.05, 0.93]
[-20.69, -94.39, -25.09, -3.69, -34.2, -77.41, -21.61, -1.04, -83.83, -86.58, 69.99, 3.55, -13.1, -103.25, -26.34, 1.18]
[-20.21, -94.97, -25.18, -4.44, -36.42, -74.48, -20.9, -1.23, -83.72, -86.52, 70.0, 4.24, -10.99, -105.61, -26.6, 1.43]
[-19.75, -95.52, -25.27, -5.2, -38.68, -71.46, -20.14, -1.42, -83.6, -86.44, 70.0, 4.93, -8.86, -107.94, -26.81, 1.69]
[-19.32, -96.03, -25.35, -5.96, -41.0, -68.33, -19.33, -1.6, -83.49, -86.35, 69.98, 5.61, -6.72, -110.26, -26.98, 1.96]
[-18.92, -96.51, -25.43, -6.73, -43.39, -65.07, -18.46, -1.78, -83.36, -86.29, 70.0, 6.28, -4.55, -112.55, -27.1, 2.24]
[-18.55, -96.95, -25.49, -7.49, -45.85, -61.67, -17.52, -1.96, -83.23, -86.21, 70.0, 6.94, -2.35, -114.83, -27.18, 2.52]
[-18.21, -97.35, -25.56, -8.27, -48.42, -58.09, -16.51, -2.13, -83.1, -86.12, 69.99, 7.6, -0.11, -117.09, -27.2, 2.81]
[-17.89, -97.72, -25.61, -9.04, -51.1, -54.31, -15.41, -2.3, -82.96, -86.04, 69.99, 8.26, -0.01, -117.78, -27.2, 3.12]
[-17.61, -98.05, -25.66, -9.82, -53.94, -50.27, -14.21, -2.46, -82.82, -85.95, 69.98, 8.9, -0.01, -118.38, -27.18, 3.43]
[-17.35, -98.35, -25.7, -10.6, -56.98, -45.91, -12.89, -2.62, -82.67, -85.87, 69.98, 9.54, -0.0, -118.97, -27.14, 3.74]
[-17.13, -98.62, -25.74, -11.38, -60.29, -41.12, -11.41, -2.78, -82.5, -85.8, 69.99, 10.17, -0.02, -119.53, -27.09, 4.07]
[-16.93, -98.84, -25.78, -12.17, -63.92, -35.8, -9.72, -2.93, -82.34, -85.72, 69.99, 10.79, -0.0, -120.11, -27.03, 4.41]
[-16.76, -99.04, -25.8, -12.96, -68.19, -29.5, -7.69, -3.08, -82.17, -85.65, 69.99, 11.41, -0.0, -120.66, -26.95, 4.76]
[-16.63, -99.2, -25.83, -13.75, -73.57, -21.48, -5.06, -3.23, -82.0, -85.57, 69.99, 12.02, -0.0, -121.2, -26.85, 5.12]
[-16.52, -99.32, -25.84, -14.54, -82.11, -8.58, -0.74, -3.37, -81.81, -85.51, 70.0, 12.62, -0.02, -121.71, -26.75, 5.5]
[-16.45, -99.41, -25.86, -15.33, -86.23, -1.26, 1.74, -3.51, -81.63, -85.43, 69.99, 13.22, -0.0, -122.24, -26.62, 5.88]
[-16.4, -99.46, -25.86, -16.12, -85.01, -1.75, 1.59, -3.65, -81.43, -85.36, 70.0, 13.81, -0.0, -122.74, -26.48, 6.28]
[-16.39, -99.48, -25.87, -16.91, -83.95, -1.97, 1.54, -3.79, -81.23, -85.29, 70.0, 14.39, -0.0, -123.23, -26.33, 6.69]
[-16.4, -99.46, -25.86, -17.7, -83.02, -1.99, 1.58, -3.92, -81.03, -85.2, 69.98, 14.96, -0.02, -123.68, -26.16, 7.11]
[-16.4, -99.46, -25.86, -17.7, -83.25, -1.93, 0.91, -3.53, -81.03, -85.2, 69.98, 14.96, -0.02, -123.68, -26.16, 7.11]
[-16.4, -99.46, -25.86, -17.7, -83.82, -1.35, 0.42, -3.15, -81.03, -85.2, 69.98, 14.96, -0.02, -123.68, -26.16, 7.11]
[-16.4, -99.46, -25.86, -17.7, -83.73, -1.7, -0.39, -2.77, -81.03, -85.2, 69.98, 14.96, -0.02, -123.68, -26.16, 7.11]
[-16.4, -99.46, -25.86, -17.7, -83.95, -1.58, -1.02, -2.4, -81.03, -85.2, 69.98, 14.96, -0.02, -123.68, -26.16, 7.11]
[-16.4, -99.46, -25.86, -17.7, -84.57, -0.83, -1.43, -2.03, -81.03, -85.2, 69.98, 14.96, -0.02, -123.68, -26.16, 7.11]
[-16.4, -99.46, -25.86, -17.7, -84.23, -1.47, -2.32, -1.66, -81.03, -85.2, 69.98, 14.96, -0.02, -123.68, -26.16, 7.11]
[-16.4, -99.46, -25.86, -17.7, -84.25, -1.57, -3.01, -1.3, -81.03, -85.2, 69.98, 14.96, -0.02, -123.68, -26.16, 7.11]
[-16.4, -99.46, -25.86, -17.7, -84.5, -1.28, -3.56, -0.94, -81.03, -85.2, 69.98, 14.96, -0.02, -123.68, -26.16, 7.11]
[-16.4, -99.46, -25.86, -17.7, -83.99, -2.1, -4.49, -0.59, -81.03, -85.2, 69.98, 14.96, -0.02, -123.68, -26.16, 7.11]
[-16.4, -99.46, -25.86, -17.7, -84.55, -1.3, -4.85, -0.24, -81.03, -85.2, 69.98, 14.96, -0.02, -123.68, -26.16, 7.11]
[-16.4, -99.46, -25.86, -17.7, -84.31, -1.66, -5.61, 0.1, -81.03, -85.2, 69.98, 14.96, -0.02, -123.68, -26.16, 7.11]
[-16.4, -99.46, -25.86, -17.7, -84.22, -1.77, -6.27, 0.44, -81.03, -85.2, 69.98, 14.96, -0.02, -123.68, -26.16, 7.11]
[-16.4, -99.46, -25.86, -17.7, -84.23, -1.71, -6.86, 0.78, -81.03, -85.2, 69.98, 14.96, -0.02, -123.68, -26.16, 7.11]
[-16.4, -99.46, -25.86, -17.7, -84.33, -1.48, -7.39, 1.11, -81.03, -85.2, 69.98, 14.96, -0.02, -123.68, -26.16, 7.11]
[-16.4, -99.46, -25.86, -17.7, -84.55, -1.04, -7.84, 1.44, -81.03, -85.2, 69.98, 14.96, -0.02, -123.68, -26.16, 7.11]
[-16.4, -99.46, -25.86, -17.7, -83.77, -2.07, -8.78, 1.76, -81.03, -85.2, 69.98, 14.96, -0.02, -123.68, -26.16, 7.11]
[-16.4, -99.46, -25.86, -17.7, -83.95, -1.65, -9.22, 2.08, -81.03, -85.2, 69.98, 14.96, -0.02, -123.68, -26.16, 7.11]
[-16.4, -99.46, -25.86, -17.7, -84.24, -1.01, -9.58, 2.4, -81.03, -85.2, 69.98, 14.96, -0.02, -123.68, -26.16, 7.11]
[-16.4, -99.46, -25.86, -17.7, -83.44, -1.99, -10.48, 2.71, -81.03, -85.2, 69.98, 14.96, -0.02, -123.68, -26.16, 7.11]
[-16.4, -99.46, -25.86, -17.7, -83.56, -1.55, -10.88, 3.02, -81.03, -85.2, 69.98, 14.96, -0.02, -123.68, -26.16, 7.11]
[-16.4, -99.46, -25.86, -17.7, -83.73, -1.01, -11.25, 3.32, -81.03, -85.2, 69.98, 14.96, -0.02, -123.68, -26.16, 7.11]
[-16.4, -99.46, -25.86, -17.7, -82.78, -2.14, -12.16, 3.63, -81.03, -85.2, 69.98, 14.96, -0.02, -123.68, -26.16, 7.11]
[-16.4, -99.46, -25.86, -17.7, -82.66, -1.97, -12.63, 3.92, -81.03, -85.2, 69.98, 14.96, -0.02, -123.68, -26.16, 7.11]
[-16.4, -99.46, -25.86, -17.7, -82.45, -1.92, -13.13, 4.22, -81.03, -85.2, 69.98, 14.96, -0.02, -123.68, -26.16, 7.11]
[-16.4, -99.46, -25.86, -17.7, -82.13, -2.01, -13.66, 4.51, -81.03, -85.2, 69.98, 14.96, -0.02, -123.68, -26.16, 7.11]
[-16.4, -99.46, -25.86, -17.7, -82.74, -0.66, -13.7, 4.8, -81.03, -85.2, 69.98, 14.96, -0.02, -123.68, -26.16, 7.11]
[-16.4, -99.46, -25.86, -17.7, -81.9, -1.47, -14.46, 5.08, -81.03, -85.2, 69.98, 14.96, -0.02, -123.68, -26.16, 7.11]
[-16.4, -99.46, -25.86, -17.7, -82.34, -0.32, -14.54, 5.36, -81.03, -85.2, 69.98, 14.96, -0.02, -123.68, -26.16, 7.11]
[-16.4, -99.46, -25.86, -17.7, -80.96, -1.87, -15.53, 5.64, -81.03, -85.2, 69.98, 14.96, -0.02, -123.68, -26.16, 7.11]
[-16.4, -99.46, -25.86, -17.7, -80.65, -1.81, -15.95, 5.92, -81.03, -85.2, 69.98, 14.96, -0.02, -123.68, -26.16, 7.11]
[-16.41, -99.45, -25.86, -17.7, -80.61, -1.86, -15.97, 5.92, -81.03, -85.21, 69.99, 14.96, -0.03, -123.68, -26.16, 7.11]
[-16.41, -99.45, -25.86, -17.7, -80.3, -1.63, -15.23, 5.92, -81.03, -85.21, 69.99, 14.96, -0.03, -123.68, -26.16, 7.11]
[-16.41, -99.45, -25.86, -17.7, -79.89, -1.55, -14.53, 5.92, -81.03, -85.21, 69.99, 14.96, -0.03, -123.68, -26.16, 7.11]
[-16.41, -99.45, -25.86, -17.7, -79.36, -1.62, -13.88, 5.92, -81.03, -85.21, 69.99, 14.96, -0.03, -123.68, -26.16, 7.11]
[-16.41, -99.45, -25.86, -17.7, -78.73, -1.83, -13.27, 5.92, -81.03, -85.21, 69.99, 14.96, -0.03, -123.68, -26.16, 7.11]
